"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年12週
"集計期間終了週",2015年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","500","484","984","414"
"RSウイルス感染症","27","19","46","263"
"咽頭結膜熱","22","30","52","263"
"Ａ群溶血性レンサ球菌咽頭炎","433","384","817","263"
"感染性胃腸炎","1101","1022","2123","263"
"水痘","87","67","154","263"
"手足口病","17","11","28","263"
"伝染性紅斑","124","101","225","263"
"突発性発しん","74","67","141","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","1","1","2","263"
"流行性耳下腺炎","30","27","57","263"
"不明発しん症","9","7","16","263"
"川崎病","4","1","5","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","6","11","38"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","4","5","25"
"クラミジア肺炎(オウム病は除く)","2","1","3","25"
"感染性胃腸炎（ロタウイルス）","0","3","3","25"
"インフルエンザ入院","8","6","14","25"
