"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年37週
"集計期間終了週",2024年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","105","97","202","419"
"新型コロナウイルス感染症（COVID-19）","882","961","1843","419"
"RSウイルス感染症","36","27","63","264"
"咽頭結膜熱","23","33","56","264"
"Ａ群溶血性レンサ球菌咽頭炎","251","213","464","264"
"感染性胃腸炎","484","355","839","264"
"水痘","21","20","41","264"
"手足口病","1324","1087","2411","264"
"伝染性紅斑","121","124","245","264"
"突発性発しん","43","36","79","264"
"ヘルパンギーナ","110","88","198","264"
"流行性耳下腺炎","7","10","17","264"
"不明発しん症","8","8","16","264"
"川崎病","0","4","4","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","8","8","16","39"
"細菌性髄膜炎","2","2","4","25"
"無菌性髄膜炎","3","1","4","25"
"マイコプラズマ肺炎","24","26","50","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","5","7","25"
"COVID-19入院","70","63","133","25"
