"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年18週
"集計期間終了週",2022年18週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","1","2","410"
"RSウイルス感染症","2","3","5","257"
"咽頭結膜熱","5","6","11","257"
"Ａ群溶血性レンサ球菌咽頭炎","15","9","24","257"
"感染性胃腸炎","434","354","788","257"
"水痘","12","9","21","257"
"手足口病","4","6","10","257"
"伝染性紅斑","2","3","5","257"
"突発性発しん","36","27","63","257"
"ヘルパンギーナ","2","0","2","257"
"流行性耳下腺炎","2","3","5","257"
"不明発しん症","7","3","10","257"
"川崎病","1","0","1","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","1","3","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
