"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年41週
"集計期間終了週",2025年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","990","1000","1990","417"
"新型コロナウイルス感染症（COVID-19）","464","526","990","417"
"急性呼吸器感染症（ARI）","12556","12303","24859","417"
"RSウイルス感染症","140","114","254","262"
"咽頭結膜熱","23","19","42","262"
"Ａ群溶血性レンサ球菌咽頭炎","291","247","538","262"
"感染性胃腸炎","633","518","1151","262"
"水痘","41","22","63","262"
"手足口病","28","38","66","262"
"伝染性紅斑","23","28","51","262"
"突発性発しん","44","46","90","262"
"ヘルパンギーナ","79","79","158","262"
"流行性耳下腺炎","8","8","16","262"
"不明発しん症","19","19","38","262"
"川崎病","4","3","7","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","19","13","32","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","1","4","25"
"マイコプラズマ肺炎","11","13","24","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","12","7","19","25"
"COVID-19入院","25","22","47","25"
