"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2024年5月"
"集計期間終了月","2024年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","3","0"
"1～4歳","0","0","0","0","0","0","1","1","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","0","1","1","0","0","0","0","0","0"
"20～24歳","22","2","4","13","0","0","1","0","0"
"25～29歳","37","4","7","13","1","0","0","0","0"
"30～34歳","21","4","5","12","0","0","0","0","0"
"35～39歳","19","4","7","5","0","0","1","0","0"
"40～44歳","19","5","3","7","0","0","0","0","0"
"45～49歳","8","2","2","2","0","0","1","0","1"
"50～54歳","7","0","2","3","0","0","0","0","0"
"55～59歳","7","0","1","4","0","0","2","0","0"
"60～64歳","1","1","1","2","0","0","2","0","0"
"65～69歳","0","0","1","0","0","0","3","0","0"
"70歳以上","1","0","1","0","0","0","16","2","0"
"合計","142","23","35","61","1","0","29","6","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2024年5月"
"集計期間終了月","2024年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1～4歳","0","0","0","0","0","0","1","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","8","0","0","2","0","0","0","0","0"
"20～24歳","25","9","4","7","1","0","1","0","0"
"25～29歳","29","3","5","2","1","0","0","0","0"
"30～34歳","6","1","3","0","0","0","1","0","0"
"35～39歳","8","3","2","1","1","0","0","0","0"
"40～44歳","1","1","2","0","0","0","1","0","0"
"45～49歳","0","1","0","1","1","0","0","0","0"
"50～54歳","0","0","0","0","0","0","1","0","0"
"55～59歳","0","0","3","1","0","0","1","0","0"
"60～64歳","0","0","0","1","0","0","1","0","0"
"65～69歳","0","1","0","0","0","0","1","0","0"
"70歳以上","0","0","0","0","1","0","11","1","0"
"合計","77","19","19","15","5","0","26","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2024年5月"
"集計期間終了月","2024年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","3","0"
"1～4歳","0","0","0","0","0","0","2","1","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","8","1","1","2","0","0","0","0","0"
"20～24歳","47","11","8","20","1","0","2","0","0"
"25～29歳","66","7","12","15","2","0","0","0","0"
"30～34歳","27","5","8","12","0","0","1","0","0"
"35～39歳","27","7","9","6","1","0","1","0","0"
"40～44歳","20","6","5","7","0","0","1","0","0"
"45～49歳","8","3","2","3","1","0","1","0","1"
"50～54歳","7","0","2","3","0","0","1","0","0"
"55～59歳","7","0","4","5","0","0","3","0","0"
"60～64歳","1","1","1","3","0","0","3","0","0"
"65～69歳","0","1","1","0","0","0","4","0","0"
"70歳以上","1","0","1","0","1","0","27","3","0"
"合計","219","42","54","76","6","0","55","7","1"
"定点数","55","55","55","55","55","55","25","25","25"


