"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年6月"
"集計期間終了月","2011年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","37","27","13","12","0","1","10","1","0","0","",""
"区南部","2","0","0","3","0","0","4","0","0","0","",""
"区西南部","1","3","2","0","0","0","2","0","0","0","",""
"区西部","47","10","22","34","0","7","12","2","0","0","",""
"区西北部","18","5","8","5","0","3","2","2","0","0","",""
"区東北部","2","1","1","3","0","0","0","8","0","0","",""
"区東部","25","6","1","12","0","0","2","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","1","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","23","18","1","0","",""
"北多摩北部","0","0","0","0","0","0","1","3","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","135","52","47","70","0","11","57","37","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年6月"
"集計期間終了月","2011年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","17","5","3","2","1","0","3","0","0","0","",""
"区南部","9","0","0","0","0","1","0","0","0","0","",""
"区西南部","6","8","3","1","1","0","1","0","0","0","",""
"区西部","12","16","13","3","1","0","8","1","0","0","",""
"区西北部","16","6","0","1","1","0","3","5","0","0","",""
"区東北部","0","1","0","0","0","0","1","4","0","0","",""
"区東部","8","2","4","0","4","0","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","11","2","1","1","3","0","0","0","0","0","",""
"北多摩西部","11","2","0","1","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","14","10","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","90","42","24","9","12","1","30","25","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年6月"
"集計期間終了月","2011年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","54","32","16","14","1","1","13","1","0","0","10","4"
"区南部","11","0","0","3","0","1","4","0","0","0","3","1"
"区西南部","7","11","5","1","1","0","3","0","0","0","4","2"
"区西部","59","26","35","37","1","7","20","3","0","0","11","4"
"区西北部","34","11","8","6","1","3","5","7","0","0","6","2"
"区東北部","2","2","1","3","0","0","1","12","0","0","3","1"
"区東部","33","8","5","12","4","0","2","6","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","12","2","1","1","3","0","0","0","0","0","5","1"
"北多摩西部","12","2","0","1","1","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","1","0","0","37","28","1","0","3","3"
"北多摩北部","0","0","0","0","0","0","1","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","225","94","71","79","12","12","87","62","1","0","54","24"


