"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年45週"
"集計期間終了週","2009年45週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","26","0","0","0","7","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","84","2","2","2","9","3","0","0","6","0","0","5","0","1","0","0","0","0","0","0","","","","","",""
"新宿区","97","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"文京","42","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","71","0","0","1","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","51","0","0","1","3","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","104","0","0","2","6","0","0","1","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","126","0","0","3","7","0","2","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","18","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","217","0","0","3","17","4","1","0","0","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","210","0","0","1","9","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","36","2","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","83","0","0","3","16","0","0","0","1","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"杉並","157","0","0","1","20","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","73","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","84","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","76","0","1","2","3","3","1","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"板橋区","69","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","126","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","137","0","0","0","7","2","2","0","1","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"葛飾区","144","0","0","1","9","2","4","1","2","0","0","5","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","224","0","0","3","3","2","1","2","1","0","1","5","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","221","3","1","11","13","3","1","1","2","0","0","7","2","0","0","1","0","0","0","0","","","","","",""
"町田市","301","0","0","14","13","8","1","2","3","0","4","3","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","122","0","0","1","6","2","0","0","3","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","169","0","0","0","5","1","0","0","1","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","125","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","293","0","0","3","3","1","0","0","0","0","0","3","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","268","0","1","4","5","2","5","0","3","0","1","2","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3765","7","6","59","178","38","29","10","36","1","10","48","4","2","0","6","0","0","1","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年45週"
"集計期間終了週","2009年45週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","11","0","0","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","25","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","79","3","2","2","5","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","90","0","0","1","1","0","1","0","1","0","0","0","0","0","0","2","0","0","2","0","","","","","",""
"文京","36","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","63","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","74","0","0","2","0","0","5","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"江東区","113","0","0","1","1","0","1","0","2","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"品川区","111","2","0","1","6","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","188","0","0","1","23","6","0","1","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","185","0","0","1","3","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","34","1","0","0","2","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","82","0","0","4","8","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
