"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年11週
"集計期間終了週",2012年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3333","3308","6641","415"
"RSウイルス感染症","25","20","45","261"
"咽頭結膜熱","33","16","49","261"
"Ａ群溶血性レンサ球菌咽頭炎","294","231","525","261"
"感染性胃腸炎","1113","1035","2148","261"
"水痘","157","124","281","261"
"手足口病","2","0","2","261"
"伝染性紅斑","17","19","36","261"
"突発性発しん","60","61","121","261"
"百日咳","3","2","5","261"
"ヘルパンギーナ","1","1","2","261"
"流行性耳下腺炎","23","17","40","261"
"不明発しん症","7","5","12","261"
"川崎病","5","3","8","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","8","6","14","38"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","5","9","14","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","8","10","18","25"
