"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年14週
"集計期間終了週",2009年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","760","669","1429","287"
"RSウイルス感染症","2","3","5","147"
"咽頭結膜熱","14","9","23","147"
"Ａ群溶血性レンサ球菌咽頭炎","101","117","218","147"
"感染性胃腸炎","455","378","833","147"
"水痘","89","72","161","147"
"手足口病","9","9","18","147"
"伝染性紅斑","16","23","39","147"
"突発性発しん","50","42","92","147"
"百日咳","2","3","5","147"
"ヘルパンギーナ","4","3","7","147"
"流行性耳下腺炎","60","51","111","147"
"不明発しん症","3","11","14","147"
"川崎病","0","0","0","147"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","6","6","12","39"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","7","6","13","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
