"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2024年17週"
"集計期間終了週","2024年17週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","12","3","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","3","2","2","0","4","7","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","8","5","0","13","10","0","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","2","16","16","1","13","13","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"文京","2","8","2","0","8","12","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"台東","5","3","1","0","16","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","10","7","2","7","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"江東区","7","11","15","1","19","29","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","15","5","0","7","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","5","3","2","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","4","15","24","2","14","47","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","13","28","7","4","17","49","5","0","3","4","0","0","1","0","1","4","0","0","0","0","0","1","1","","","","","",""
"渋谷区","3","7","0","0","1","9","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","","","","","",""
"中野区","4","12","5","1","24","12","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","6","13","14","1","4","16","8","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","1","","","","","",""
"池袋","4","6","8","4","13","12","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
