"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年47週"
"集計期間終了週","2012年47週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","0","5","12","116","13","3","1","6","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","4","5","12","205","7","6","0","7","1","3","0","2","0","0","2","0","0","0","0","0","","","","","",""
"区西南部","2","5","0","25","252","11","3","0","3","0","0","1","6","1","0","1","0","0","0","1","0","","","","","",""
"区西部","4","10","1","24","146","16","5","0","7","0","0","5","2","0","0","3","0","1","1","0","0","","","","","",""
"区西北部","6","3","2","26","237","20","11","0","7","0","0","6","1","0","0","2","0","1","0","0","0","","","","","",""
"区東北部","5","6","6","29","194","24","9","0","13","0","3","5","2","0","0","0","0","0","1","0","0","","","","","",""
"区東部","7","14","16","31","219","12","11","0","5","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","36","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","7","7","55","310","29","7","0","8","0","4","9","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","10","1","19","91","11","0","1","9","0","1","2","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","6","9","3","19","165","17","5","0","9","0","0","2","0","0","0","0","0","0","5","0","0","","","","","",""
"北多摩北部","7","9","5","26","118","20","6","0","5","0","0","0","0","1","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","43","77","51","281","2089","187","66","3","81","1","11","34","16","3","0","9","0","2","8","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年47週"
"集計期間終了週","2012年47週"
"性別","女性"

