"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年31週"
"集計期間終了週","2023年31週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","23","6","0","1","7","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"中央区","5","21","3","0","1","2","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","38","4","4","4","2","3","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","6","67","3","10","3","12","0","0","0","0","2","0","0","0","0","2","0","0","1","0","0","0","","","","","",""
"文京","2","20","2","2","2","6","1","0","0","1","6","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","3","28","1","0","2","14","0","5","0","1","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","148","1","0","4","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","16","54","4","2","4","17","0","3","0","2","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","45","3","1","8","15","1","4","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","42","3","7","3","12","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","32","111","9","7","11","28","1","2","0","1","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","3","134","8","9","12","33","1","4","0","0","10","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"渋谷区","9","18","3","0","1","4","0","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"中野区","11","60","2","0","5","15","0","3","0","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","94","1","1","2","13","0","4","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","63","0","1","0","1","0","0","0","1","4","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","24","71","0","2","4","8","1","10","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","3","39","6","1","3","9","0","2","0","2","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
