"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年2月"
"集計期間終了月","2012年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","26","35","12","20","0","2","8","1","1","0","",""
"区南部","6","4","2","2","0","0","0","0","0","0","",""
"区西南部","7","1","2","0","0","2","3","0","0","0","",""
"区西部","33","12","15","39","0","6","7","5","0","0","",""
"区西北部","9","5","6","6","0","0","6","3","0","0","",""
"区東北部","1","1","0","1","0","1","4","2","0","0","",""
"区東部","12","8","5","5","0","0","6","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","8","7","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","95","66","42","74","0","11","45","20","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年2月"
"集計期間終了月","2012年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","14","4","4","0","3","1","5","0","0","0","",""
"区南部","8","0","1","1","0","0","0","0","0","0","",""
"区西南部","8","8","2","0","0","0","2","0","0","0","",""
"区西部","11","9","15","7","2","1","3","0","0","0","",""
"区西北部","9","8","2","2","0","0","4","1","0","0","",""
"区東北部","4","0","0","0","0","1","2","0","0","0","",""
"区東部","6","2","1","1","1","0","2","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","5","0","2","0","1","0","0","0","0","0","",""
"北多摩西部","8","3","0","2","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","2","8","0","0","",""
"北多摩北部","1","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","74","34","27","13","8","3","20","12","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年2月"
"集計期間終了月","2012年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","40","39","16","20","3","3","13","1","1","0","10","4"
"区南部","14","4","3","3","0","0","0","0","0","0","3","1"
"区西南部","15","9","4","0","0","2","5","0","0","0","4","3"
"区西部","44","21","30","46","2","7","10","5","0","0","11","4"
"区西北部","18","13","8","8","0","0","10","4","0","0","6","2"
"区東北部","5","1","0","1","0","2","6","2","0","0","3","1"
"区東部","18","10","6","6","1","0","8","3","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","5","0","2","0","1","0","1","0","0","0","5","1"
"北多摩西部","8","3","0","2","1","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","1","0","0","10","15","0","0","2","2"
"北多摩北部","1","0","0","0","0","0","1","2","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","169","100","69","87","8","14","65","32","1","0","53","24"


