"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年3月"
"集計期間終了月","2010年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","8","0"
"1～4歳","0","0","0","0","0","0","0","22","0"
"5～9歳","0","0","0","0","0","0","3","3","0"
"10～14歳","0","0","0","0","0","0","0","1","0"
"15～19歳","3","0","1","3","0","0","0","0","0"
"20～24歳","17","3","4","11","0","0","0","0","0"
"25～29歳","19","7","6","13","0","1","1","0","0"
"30～34歳","22","10","9","19","0","3","1","1","0"
"35～39歳","16","10","9","11","0","1","0","0","0"
"40～44歳","14","6","7","7","0","0","0","0","0"
"45～49歳","11","8","5","5","0","0","1","0","0"
"50～54歳","9","4","1","4","0","0","0","1","0"
"55～59歳","1","5","1","0","0","0","2","0","0"
"60～64歳","0","3","1","0","0","0","6","0","0"
"65～69歳","0","1","0","0","0","0","2","1","0"
"70歳以上","0","1","0","0","0","0","30","5","0"
"合計","112","58","44","73","0","5","48","42","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年3月"
"集計期間終了月","2010年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","4","0"
"1～4歳","0","0","0","0","0","0","1","9","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","1","0","0","1","0","0","0","0","0"
"15～19歳","12","0","2","1","1","0","0","0","0"
"20～24歳","28","9","2","7","2","0","0","0","0"
"25～29歳","25","8","3","6","4","0","0","0","0"
"30～34歳","14","8","4","1","1","0","1","0","0"
"35～39歳","9","4","3","1","0","0","3","0","0"
"40～44歳","3","2","0","1","4","0","0","0","0"
"45～49歳","2","1","0","1","1","0","0","0","0"
"50～54歳","0","1","2","0","1","0","0","0","0"
"55～59歳","0","2","0","0","0","0","1","1","0"
"60～64歳","0","1","0","0","1","0","0","1","0"
"65～69歳","0","2","0","0","0","0","1","0","0"
"70歳以上","0","3","0","0","0","0","19","8","0"
"合計","94","41","16","19","15","0","27","24","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年3月"
"集計期間終了月","2010年3月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","12","0"
"1～4歳","0","0","0","0","0","0","1","31","0"
"5～9歳","0","0","0","0","0","0","4","4","0"
"10～14歳","1","0","0","1","0","0","0","1","0"
"15～19歳","15","0","3","4","1","0","0","0","0"
"20～24歳","45","12","6","18","2","0","0","0","0"
"25～29歳","44","15","9","19","4","1","1","0","0"
"30～34歳","36","18","13","20","1","3","2","1","0"
"35～39歳","25","14","12","12","0","1","3","0","0"
"40～44歳","17","8","7","8","4","0","0","0","0"
"45～49歳","13","9","5","6","1","0","1","0","0"
"50～54歳","9","5","3","4","1","0","0","1","0"
"55～59歳","1","7","1","0","0","0","3","1","0"
"60～64歳","0","4","1","0","1","0","6","1","0"
"65～69歳","0","3","0","0","0","0","3","1","0"
"70歳以上","0","4","0","0","0","0","49","13","0"
"合計","206","99","60","92","15","5","75","66","0"
"定点数","54","54","54","54","54","54","23","23","23"


