"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年7週
"集計期間終了週",2009年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1521","1492","3013","287"
"RSウイルス感染症","5","1","6","149"
"咽頭結膜熱","22","10","32","149"
"Ａ群溶血性レンサ球菌咽頭炎","149","142","291","149"
"感染性胃腸炎","465","448","913","149"
"水痘","91","85","176","149"
"手足口病","4","3","7","149"
"伝染性紅斑","13","17","30","149"
"突発性発しん","29","26","55","149"
"百日咳","0","2","2","149"
"ヘルパンギーナ","2","1","3","149"
"流行性耳下腺炎","35","27","62","149"
"不明発しん症","8","1","9","149"
"川崎病","2","1","3","149"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","3","4","7","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","1","3","4","24"
"クラミジア肺炎(オウム病は除く)","1","1","2","24"
