"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年33週"
"集計期間終了週","2024年33週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","9","51","2","1","2","11","0","38","4","2","5","0","0","0","0","0","0","0","0","0","0","0","15","","","","","",""
"区南部","1","26","1","1","5","18","0","40","2","2","5","0","0","1","0","1","0","0","1","0","0","0","5","","","","","",""
"区西南部","2","55","2","0","9","29","3","92","4","4","12","2","2","0","0","0","0","0","1","0","0","0","13","","","","","",""
"区西部","3","57","2","1","10","13","1","37","3","0","8","0","0","0","0","0","0","0","13","0","0","1","9","","","","","",""
"区西北部","3","76","4","2","18","19","1","43","9","2","4","0","0","0","0","0","0","0","4","0","0","0","6","","","","","",""
"区東北部","3","77","3","2","8","22","1","30","5","4","8","0","0","0","0","0","0","0","2","0","0","0","6","","","","","",""
"区東部","1","93","0","1","7","28","2","64","2","3","6","0","1","0","0","0","0","0","2","0","0","0","6","","","","","",""
"西多摩","1","17","1","0","1","1","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"南多摩","1","72","1","0","26","44","1","60","3","3","4","0","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"北多摩西部","0","22","1","0","2","1","0","12","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"北多摩南部","4","31","1","1","15","15","5","73","9","0","8","1","0","0","0","0","0","0","9","0","0","0","7","","","","","",""
"北多摩北部","0","40","2","3","13","18","0","59","0","2","2","0","0","0","0","0","0","0","1","0","0","1","11","","","","","",""
"島しょ","0","8","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"合計","28","625","20","12","116","219","14","558","41","22","62","5","3","1","0","1","0","0","34","0","0","2","98","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2024年33週"
"集計期間終了週","2024年33週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","56","2","1","3","9","1","23","3","2","4","1","0","0","0","0","0","0","1","0","0","1","8","","","","","",""
"区南部","2","20","3","1","3","24","0","35","3","2","2","1","0","1","0","2","0","0","1","0","0","0","1","","","","","",""
"区西南部","1","62","8","0","10","23","2","63","6","1","5","2","1","0","0","0","0","0","1","0","0","1","3","","","","","",""
