"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年28週
"集計期間終了週",2022年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","3","6","405"
"RSウイルス感染症","217","162","379","255"
"咽頭結膜熱","47","25","72","255"
"Ａ群溶血性レンサ球菌咽頭炎","32","23","55","255"
"感染性胃腸炎","675","614","1289","255"
"水痘","11","4","15","255"
"手足口病","342","299","641","255"
"伝染性紅斑","1","1","2","255"
"突発性発しん","39","41","80","255"
"ヘルパンギーナ","129","127","256","255"
"流行性耳下腺炎","2","4","6","255"
"不明発しん症","4","4","8","255"
"川崎病","1","0","1","255"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","4","6","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
