"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年36週"
"集計期間終了週","2010年36週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","1","0","0","12","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"～1歳","0","0","1","0","39","3","7","0","31","0","6","1","4","0","0","0","0","0","0","0"
"1歳","1","1","6","1","55","5","25","1","34","0","13","4","3","0","0","1","0","0","0","0"
"2歳","0","0","2","0","34","9","18","7","2","0","12","2","0","1","0","0","0","0","0","0"
"3歳","0","0","0","5","25","9","12","1","2","0","3","5","0","0","0","0","0","0","0","0"
"4歳","0","0","3","10","30","1","7","8","0","0","4","11","0","0","0","0","0","0","0","0"
"5歳","1","0","1","7","22","3","6","7","1","0","6","6","1","1","0","1","0","0","0","0"
"6歳","1","0","2","9","13","0","1","2","0","0","3","6","0","0","0","2","0","0","0","0"
"7歳","1","0","1","8","15","0","1","1","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","0","0","0","4","9","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"9歳","3","0","0","1","9","2","1","0","0","0","0","2","0","0","0","0","0","1","0","0"
"10～14歳","2","0","0","8","36","2","1","0","0","0","0","3","1","0","0","1","0","0","0","0"
"15～19歳","1","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20～29歳","1","0","0","1","31","0","1","0","0","3","1","0","0","0","0","5","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","13","2","16","54","336","36","80","27","70","4","49","46","10","2","1","16","0","1","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年36週"
"集計期間終了週","2010年36週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","0","30","2","13","0","27","0","2","0","1","0","0","0","0","0","0","0"
"1歳","0","2","2","2","41","3","17","0","24","0","15","2","1","0","0","0","0","0","0","0"
"2歳","0","0","7","3","24","6","8","2","0","0","7","1","1","0","0","0","0","0","0","0"
"3歳","1","0","3","5","14","2","5","2","1","0","3","3","1","0","0","0","0","0","0","0"
"4歳","0","0","3","9","31","8","10","4","0","0","5","8","0","0","0","0","0","0","1","0"
"5歳","0","0","2","9","13","3","2","7","0","0","2","9","0","0","0","0","0","0","0","0"
