"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年19週
"集計期間終了週",2020年19週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","411"
"RSウイルス感染症","1","0","1","257"
"咽頭結膜熱","3","3","6","257"
"Ａ群溶血性レンサ球菌咽頭炎","34","19","53","257"
"感染性胃腸炎","93","80","173","257"
"水痘","5","4","9","257"
"手足口病","3","4","7","257"
"伝染性紅斑","0","7","7","257"
"突発性発しん","35","23","58","257"
"ヘルパンギーナ","0","1","1","257"
"流行性耳下腺炎","4","6","10","257"
"不明発しん症","4","1","5","257"
"川崎病","2","2","4","257"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","1","0","1","37"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","2","2","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
