"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年9週
"集計期間終了週",2015年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","825","869","1694","416"
"RSウイルス感染症","41","23","64","263"
"咽頭結膜熱","29","27","56","263"
"Ａ群溶血性レンサ球菌咽頭炎","414","398","812","263"
"感染性胃腸炎","1170","1184","2354","263"
"水痘","62","63","125","263"
"手足口病","15","11","26","263"
"伝染性紅斑","92","102","194","263"
"突発性発しん","68","60","128","263"
"百日咳","0","1","1","263"
"ヘルパンギーナ","2","0","2","263"
"流行性耳下腺炎","31","34","65","263"
"不明発しん症","9","6","15","263"
"川崎病","3","3","6","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","5","12","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","7","5","12","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","0","2","25"
"インフルエンザ入院","12","4","16","25"
