"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年52週
"集計期間終了週",2019年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4889","4733","9622","415"
"RSウイルス感染症","41","27","68","261"
"咽頭結膜熱","84","70","154","261"
"Ａ群溶血性レンサ球菌咽頭炎","441","422","863","261"
"感染性胃腸炎","1396","1287","2683","261"
"水痘","91","72","163","261"
"手足口病","116","87","203","261"
"伝染性紅斑","16","16","32","261"
"突発性発しん","50","54","104","261"
"ヘルパンギーナ","19","12","31","261"
"流行性耳下腺炎","9","5","14","261"
"不明発しん症","6","9","15","261"
"川崎病","1","3","4","261"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","9","12","21","37"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","7","7","14","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","57","48","105","25"
