"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2005年23週"
"集計期間終了週","2005年23週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","7","4","2","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","3","1","17","11","1","3","26","0","0","7","0","0","2","0","0","0","0","0","0","0","0"
"1歳","0","0","10","7","33","13","10","0","22","0","0","31","0","5","2","0","0","0","0","0","1","0","0"
"2歳","0","0","5","13","43","22","15","2","1","0","2","29","0","4","0","0","0","0","0","0","1","0","0"
"3歳","1","0","14","15","45","25","6","4","0","0","0","28","1","13","0","0","0","0","0","0","1","0","0"
"4歳","0","0","4","13","49","19","10","4","0","0","0","9","0","19","1","0","0","0","0","0","1","0","0"
"5歳","0","0","5","19","46","17","4","4","0","0","0","10","0","8","1","0","0","0","0","0","1","0","0"
"6歳","0","0","5","31","34","12","3","6","0","0","0","2","0","11","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","13","20","5","2","3","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","7","23","2","0","3","0","0","0","1","0","3","0","0","0","0","0","1","0","0","0"
"9歳","0","0","1","4","17","0","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"10～14歳","1","0","1","9","33","3","0","4","0","0","0","2","0","5","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","2","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"20～29歳","0","2","1","6","23","0","0","0","0","0","0","4","0","1","1","0","0","1","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2","2","50","138","392","133","53","37","52","0","2","129","1","84","7","0","0","7","0","1","5","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2005年23週"
"集計期間終了週","2005年23週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","2","3","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","0","1","17","6","2","1","23","0","0","6","0","0","1","0","0","0","0","0","0","0","0"
"1歳","0","0","7","3","34","14","9","0","21","0","0","15","0","0","4","0","0","0","0","0","1","0","0"
"2歳","0","0","2","9","41","30","11","2","2","0","0","20","0","5","1","0","0","0","0","0","0","0","0"
"3歳","1","0","8","6","39","28","5","4","1","0","1","24","0","11","0","0","0","1","0","0","0","0","0"
"4歳","1","0","9","16","34","18","2","4","1","0","0","14","1","10","0","0","0","0","0","0","0","0","0"
"5歳","0","0","6","15","40","14","2","5","0","0","0","13","0","7","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","13","20","5","3","4","0","0","0","4","0","5","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","9","16","5","1","5","0","0","0","3","1","7","0","0","0","0","0","0","0","0","0"
"8歳","1","0","2","4","7","3","0","3","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","9","13","2","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","5","28","3","1","0","0","0","0","2","0","7","0","0","0","0","0","0","0","0","0"
