"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年29週
"集計期間終了週",2003年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","43","38","81","142"
"Ａ群溶血性レンサ球菌咽頭炎","26","38","64","142"
"感染性胃腸炎","180","137","317","142"
"水痘","34","38","72","142"
"手足口病","467","375","842","142"
"伝染性紅斑","18","12","30","142"
"突発性発しん","51","36","87","142"
"百日咳","0","0","0","142"
"風しん","2","3","5","142"
"ヘルパンギーナ","387","393","780","142"
"麻しん（成人麻しん以外）","1","2","3","142"
"流行性耳下腺炎","21","9","30","142"
"不明発しん症","17","13","30","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","16","5","21","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","6","1","7","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"成人麻しん","6","3","9","25"
