"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年12週
"集計期間終了週",2002年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","290","232","522","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","2","1","3","142"
"Ａ群溶血性レンサ球菌咽頭炎","44","34","78","142"
"感染性胃腸炎","390","336","726","142"
"水痘","57","52","109","142"
"手足口病","1","5","6","142"
"伝染性紅斑","18","17","35","142"
"突発性発しん","34","27","61","142"
"百日咳","1","0","1","142"
"風しん","2","1","3","142"
"ヘルパンギーナ","2","3","5","142"
"麻しん（成人麻しん以外）","5","5","10","142"
"流行性耳下腺炎","49","34","83","142"
"不明発しん症","6","10","16","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","3","10","13","14"
"急性脳炎(日本脳炎を除く)","1","0","1","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","0","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
