"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年9月"
"集計期間終了月","2011年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","39","36","12","23","0","3","6","0","1","0","",""
"区南部","4","0","0","0","0","0","3","0","0","0","",""
"区西南部","11","4","0","4","0","0","5","0","1","0","",""
"区西部","48","16","27","44","0","7","9","1","0","0","",""
"区西北部","16","4","7","4","0","1","5","3","0","0","",""
"区東北部","0","0","0","4","0","0","2","4","0","0","",""
"区東部","12","10","0","7","2","0","7","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","2","0","0","27","11","1","0","",""
"北多摩北部","0","0","0","0","0","0","2","5","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","132","70","46","88","2","11","66","25","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年9月"
"集計期間終了月","2011年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","18","4","3","2","3","0","3","0","0","0","",""
"区南部","2","0","1","0","0","0","1","0","0","0","",""
"区西南部","13","12","4","0","0","0","1","0","0","0","",""
"区西部","10","11","10","8","3","0","5","1","0","0","",""
"区西北部","12","7","4","3","1","0","2","3","0","0","",""
"区東北部","0","1","0","0","0","0","1","6","0","0","",""
"区東部","15","2","0","1","0","0","2","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","4","2","1","2","0","0","0","0","0","",""
"北多摩西部","5","2","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","13","4","0","0","",""
"北多摩北部","0","1","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","88","44","24","15","9","0","28","18","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年9月"
"集計期間終了月","2011年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","57","40","15","25","3","3","9","0","1","0","10","4"
"区南部","6","0","1","0","0","0","4","0","0","0","3","1"
"区西南部","24","16","4","4","0","0","6","0","1","0","5","3"
"区西部","58","27","37","52","3","7","14","2","0","0","11","4"
"区西北部","28","11","11","7","1","1","7","6","0","0","6","2"
"区東北部","0","1","0","4","0","0","3","10","0","0","3","1"
"区東部","27","12","0","8","2","0","9","2","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","13","4","2","1","2","0","0","0","0","0","5","1"
"北多摩西部","5","2","0","0","0","0","0","0","0","0","2","1"
"北多摩南部","2","0","0","2","0","0","40","15","1","0","3","3"
"北多摩北部","0","1","0","0","0","0","2","8","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","220","114","70","103","11","11","94","43","3","0","55","25"


