"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年24週"
"集計期間終了週","2016年24週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","11","13","62","1","25","0","8","0","24","7","0","0","0","2","0","0","1","0","0","0","","","","","",""
"区南部","4","1","12","40","89","1","1","1","6","0","17","8","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","6","71","78","7","4","0","5","0","19","2","3","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","0","2","15","37","92","15","3","3","13","0","4","2","2","2","1","0","0","0","0","0","0","0","","","","","",""
"区西北部","1","0","4","32","84","10","9","4","9","0","12","9","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","4","46","103","6","3","3","5","0","11","6","3","0","0","3","0","0","4","0","0","0","","","","","",""
"区東部","1","0","12","46","95","5","4","0","7","1","11","13","1","1","0","1","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","4","12","13","0","0","1","0","1","2","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","0","1","17","56","135","6","1","0","6","0","9","11","6","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","33","38","1","0","2","2","0","5","2","0","0","0","1","0","0","1","0","1","0","","","","","",""
"北多摩南部","0","1","14","46","62","3","2","2","10","0","9","14","2","1","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","0","0","18","33","55","6","0","1","6","0","2","10","1","0","0","2","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6","7","119","465","906","61","52","17","77","2","125","84","20","4","1","13","0","2","8","0","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年24週"
"集計期間終了週","2016年24週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","10","10","54","2","19","2","9","0","25","8","2","0","0","1","0","0","1","0","0","0","","","","","",""
"区南部","6","1","10","32","73","4","4","3","4","0","12","4","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","5","62","82","4","3","2","5","0","15","6","3","1","0","1","0","0","0","0","0","0","","","","","",""
"区西部","1","1","12","35","80","7","4","6","7","0","3","1","2","2","1","2","1","0","0","0","0","0","","","","","",""
"区西北部","1","2","7","31","83","5","7","1","8","2","8","9","3","0","0","9","0","0","1","0","0","0","","","","","",""
"区東北部","1","0","11","33","86","9","5","3","9","0","10","11","1","0","0","4","0","0","2","0","0","0","","","","","",""
"区東部","2","0","15","21","81","5","5","5","10","1","7","3","1","1","0","1","0","1","1","0","0","0","","","","","",""
"西多摩","0","0","2","4","19","1","0","1","2","2","1","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","1","1","13","60","119","7","2","1","4","0","6","18","3","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","21","31","3","0","6","4","0","5","2","0","0","0","1","0","0","1","0","1","0","","","","","",""
"北多摩南部","0","1","14","27","62","3","1","2","12","0","11","7","1","1","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","0","0","18","35","54","2","1","2","11","0","3","6","1","0","0","3","0","1","1","0","0","0","","","","","",""
"島しょ","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","8","119","375","824","52","51","34","85","5","106","75","18","5","1","24","1","2","9","0","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年24週"
"集計期間終了週","2016年24週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","21","23","116","3","44","2","17","0","49","15","2","0","0","3","0","0","2","0","0","0","31","19","2","4","4","0"
"区南部","10","1","22","72","162","5","5","4","10","0","29","12","1","0","0","1","0","0","0","0","0","0","32","21","3","1","1","0"
"区西南部","1","0","11","133","160","11","7","2","10","0","34","8","6","1","0","2","0","0","0","0","0","0","40","25","4","3","3","0"
"区西部","1","3","27","72","172","22","7","9","20","0","7","3","2","2","1","2","1","0","0","0","0","0","39","25","4","4","4","0"
"区西北部","2","2","11","63","167","15","16","5","17","2","20","18","5","0","0","10","0","0","1","0","0","0","54","33","6","2","2","0"
"区東北部","1","0","15","79","189","15","8","3","14","0","21","17","4","0","0","7","0","0","6","0","0","0","40","25","4","1","1","0"
"区東部","3","0","27","67","176","10","9","5","17","1","18","16","1","1","0","1","0","1","1","0","0","0","40","25","4","1","1","0"
"西多摩","0","0","6","16","32","1","0","1","2","3","3","0","0","0","0","0","0","0","1","0","0","0","14","8","1","1","1","0"
"南多摩","1","1","30","116","254","13","3","1","10","0","15","29","9","0","0","1","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","0","0","4","54","69","4","0","8","6","0","5","4","0","0","0","1","0","0","1","0","1","0","21","14","2","1","1","0"
"北多摩南部","0","2","28","73","124","6","3","4","22","0","20","21","3","1","0","0","0","0","1","0","0","0","32","21","3","3","3","0"
"北多摩北部","0","0","36","68","109","8","1","3","17","0","5","16","2","0","0","5","0","1","1","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","19","11","238","840","1730","113","103","47","162","6","226","159","35","5","1","33","1","2","14","0","1","0","413","260","39","25","25","0"


