"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年27週
"集計期間終了週",2008年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5","2","7","284"
"RSウイルス感染症","0","0","0","147"
"咽頭結膜熱","58","63","121","147"
"Ａ群溶血性レンサ球菌咽頭炎","203","182","385","147"
"感染性胃腸炎","470","397","867","147"
"水痘","101","93","194","147"
"手足口病","101","87","188","147"
"伝染性紅斑","18","19","37","147"
"突発性発しん","52","54","106","147"
"百日咳","2","4","6","147"
"ヘルパンギーナ","241","219","460","147"
"流行性耳下腺炎","55","45","100","147"
"不明発しん症","26","13","39","147"
"川崎病","1","0","1","147"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","14","11","25","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","2","1","3","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
