"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2011年7週"
"集計期間終了週","2011年7週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","207","4","4","23","82","8","3","1","7","0","0","0","1","0","0","0","0","0","2","0","0","","","","","",""
"区南部","201","7","6","20","133","18","1","8","5","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","214","3","0","24","100","10","0","3","4","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","199","3","3","12","110","9","0","5","5","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","361","2","3","41","114","16","0","8","8","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","319","1","5","32","176","12","1","2","6","3","0","2","1","0","0","1","0","0","4","1","0","","","","","",""
"区東部","397","4","6","56","218","16","0","7","12","0","0","2","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","101","0","1","1","37","10","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","638","5","9","72","268","28","4","4","13","0","0","5","3","0","0","2","0","0","1","0","0","","","","","",""
"北多摩西部","163","1","4","8","56","7","1","3","4","0","0","4","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","409","1","2","25","104","15","0","4","4","0","0","13","1","0","0","0","1","1","0","0","0","","","","","",""
"北多摩北部","217","2","3","36","79","11","0","7","4","0","0","2","0","0","0","0","0","0","2","0","0","","","","","",""
"島しょ","26","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3452","33","46","350","1477","161","10","52","72","4","0","40","11","1","0","3","1","1","9","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2011年7週"
"集計期間終了週","2011年7週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","173","4","8","14","71","17","3","1","3","0","0","4","1","0","0","0","0","0","1","0","0","","","","","",""
"区南部","202","2","1","18","132","14","1","8","4","0","0","3","2","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","266","3","0","24","80","6","1","5","4","1","0","6","0","0","0","3","0","0","0","0","0","","","","","",""
"区西部","211","4","3","8","98","5","0","10","2","0","0","1","2","0","0","2","0","0","0","0","0","","","","","",""
"区西北部","341","1","9","49","97","9","2","13","11","3","0","5","4","1","0","3","0","0","0","0","0","","","","","",""
"区東北部","334","1","4","35","146","11","1","6","12","3","0","2","1","0","0","1","0","0","4","1","0","","","","","",""
"区東部","422","2","1","34","208","12","0","5","13","0","1","4","2","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","93","0","1","3","30","3","0","1","3","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
