"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年40週
"集計期間終了週",2011年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","3","7","409"
"RSウイルス感染症","75","69","144","258"
"咽頭結膜熱","14","17","31","258"
"Ａ群溶血性レンサ球菌咽頭炎","130","127","257","258"
"感染性胃腸炎","502","378","880","258"
"水痘","64","71","135","258"
"手足口病","228","188","416","258"
"伝染性紅斑","21","19","40","258"
"突発性発しん","76","80","156","258"
"百日咳","4","3","7","258"
"ヘルパンギーナ","63","70","133","258"
"流行性耳下腺炎","33","28","61","258"
"不明発しん症","18","21","39","258"
"川崎病","3","1","4","258"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","10","7","17","37"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","3","1","4","25"
"マイコプラズマ肺炎","23","32","55","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
