"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年33週
"集計期間終了週",2024年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","28","34","62","370"
"新型コロナウイルス感染症（COVID-19）","625","717","1342","370"
"RSウイルス感染症","20","30","50","229"
"咽頭結膜熱","12","15","27","229"
"Ａ群溶血性レンサ球菌咽頭炎","116","103","219","229"
"感染性胃腸炎","219","179","398","229"
"水痘","14","9","23","229"
"手足口病","558","429","987","229"
"伝染性紅斑","41","36","77","229"
"突発性発しん","22","22","44","229"
"ヘルパンギーナ","62","48","110","229"
"流行性耳下腺炎","5","3","8","229"
"不明発しん症","3","4","7","229"
"川崎病","1","2","3","229"
"急性出血性結膜炎","0","0","0","34"
"流行性角結膜炎","1","4","5","34"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","34","24","58","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","6","8","25"
"COVID-19入院","98","54","152","25"
