"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年22週
"集計期間終了週",2016年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","15","19","34","413"
"RSウイルス感染症","9","3","12","259"
"咽頭結膜熱","126","83","209","259"
"Ａ群溶血性レンサ球菌咽頭炎","484","364","848","259"
"感染性胃腸炎","928","851","1779","259"
"水痘","60","45","105","259"
"手足口病","25","18","43","259"
"伝染性紅斑","23","19","42","259"
"突発性発しん","115","100","215","259"
"百日咳","1","1","2","259"
"ヘルパンギーナ","34","30","64","259"
"流行性耳下腺炎","83","61","144","259"
"不明発しん症","13","9","22","259"
"川崎病","2","3","5","259"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","15","10","25","39"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","4","7","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","2","0","2","25"
"インフルエンザ入院","0","0","0","25"
