"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年31週
"集計期間終了週",2011年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","3","7","408"
"RSウイルス感染症","57","27","84","257"
"咽頭結膜熱","67","53","120","257"
"Ａ群溶血性レンサ球菌咽頭炎","102","97","199","257"
"感染性胃腸炎","422","343","765","257"
"水痘","77","53","130","257"
"手足口病","1592","1254","2846","257"
"伝染性紅斑","72","64","136","257"
"突発性発しん","105","96","201","257"
"百日咳","6","5","11","257"
"ヘルパンギーナ","951","821","1772","257"
"流行性耳下腺炎","57","58","115","257"
"不明発しん症","29","31","60","257"
"川崎病","4","0","4","257"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","12","12","24","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","6","15","21","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
