"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年20週
"集計期間終了週",2020年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","411"
"RSウイルス感染症","0","0","0","258"
"咽頭結膜熱","4","1","5","258"
"Ａ群溶血性レンサ球菌咽頭炎","45","39","84","258"
"感染性胃腸炎","147","144","291","258"
"水痘","8","8","16","258"
"手足口病","11","2","13","258"
"伝染性紅斑","5","5","10","258"
"突発性発しん","32","38","70","258"
"ヘルパンギーナ","1","2","3","258"
"流行性耳下腺炎","3","5","8","258"
"不明発しん症","8","12","20","258"
"川崎病","1","1","2","258"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","0","0","0","37"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
