"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年17週
"集計期間終了週",2016年17週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","299","282","581","409"
"RSウイルス感染症","9","14","23","256"
"咽頭結膜熱","77","41","118","256"
"Ａ群溶血性レンサ球菌咽頭炎","395","323","718","256"
"感染性胃腸炎","740","663","1403","256"
"水痘","49","38","87","256"
"手足口病","4","7","11","256"
"伝染性紅斑","21","31","52","256"
"突発性発しん","87","71","158","256"
"百日咳","1","0","1","256"
"ヘルパンギーナ","2","3","5","256"
"流行性耳下腺炎","70","53","123","256"
"不明発しん症","5","9","14","256"
"川崎病","1","4","5","256"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","11","11","22","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","7","3","10","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","6","3","9","25"
"インフルエンザ入院","2","3","5","25"
