"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年3週"
"集計期間終了週","2009年3週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","13","2","0","1","3","5","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","21","2","0","2","24","4","0","1","16","0","0","0","0","1","0","0","0","0","0","0"
"1歳","113","1","2","1","96","14","1","0","17","0","2","2","1","0","0","0","0","0","0","0"
"2歳","117","0","2","6","48","17","0","0","2","0","0","5","0","0","0","0","0","0","0","0"
"3歳","112","0","1","15","40","13","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"4歳","156","0","0","15","33","16","0","3","0","0","0","6","0","0","0","0","0","0","0","0"
"5歳","142","0","0","10","42","7","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"6歳","154","0","0","32","33","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"7歳","124","0","0","18","23","3","0","2","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","113","0","0","10","18","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","93","0","0","8","17","3","0","2","1","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","354","0","0","7","67","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","145","0","0","1","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","243","0","2","4","59","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0"
"30～39歳","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40～49歳","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50～59歳","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70～79歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2415","5","7","130","518","87","2","12","38","2","3","26","2","1","0","5","0","1","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年3週"
"集計期間終了週","2009年3週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","4","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","21","2","0","0","24","7","0","0","19","0","0","0","1","0","0","0","0","0","0","0"
"1歳","74","0","2","0","60","17","0","1","19","0","1","1","2","0","0","0","0","0","0","0"
"2歳","91","0","3","1","38","11","0","0","1","0","0","5","1","0","0","0","0","0","0","0"
"3歳","112","0","1","7","29","14","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"4歳","152","0","2","20","28","10","0","2","0","0","0","2","0","0","0","2","0","0","0","0"
"5歳","148","0","1","19","27","6","1","2","0","0","0","7","0","0","0","0","0","0","0","0"
"6歳","141","0","1","8","26","3","0","2","0","0","0","5","0","0","0","0","0","0","0","0"
"7歳","97","0","0","14","25","0","0","1","0","0","0","6","1","0","0","1","0","0","0","0"
"8歳","103","1","0","12","20","2","0","4","0","0","0","4","0","0","0","0","0","0","0","0"
"9歳","100","0","0","8","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","278","0","1","12","51","1","0","0","0","2","0","2","0","0","0","1","0","0","1","0"
"15～19歳","118","0","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","246","0","1","10","99","1","0","3","0","2","0","1","0","0","0","1","0","0","0","0"
"30～39歳","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40～49歳","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2321","3","12","112","462","75","2","16","39","4","1","35","5","0","0","9","0","0","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年3週"
"集計期間終了週","2009年3週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","17","2","0","1","9","8","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","42","4","0","2","48","11","0","1","35","0","0","0","1","1","0","0","0","0","0","0"
"1歳","187","1","4","1","156","31","1","1","36","0","3","3","3","0","0","0","0","0","0","0"
"2歳","208","0","5","7","86","28","0","0","3","0","0","10","1","0","0","0","0","0","0","0"
"3歳","224","0","2","22","69","27","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"4歳","308","0","2","35","61","26","0","5","0","0","0","8","0","0","0","2","0","0","0","0"
"5歳","290","0","1","29","69","13","1","3","0","0","0","8","1","0","0","0","0","0","0","0"
"6歳","295","0","1","40","59","5","0","2","0","0","0","8","0","0","0","0","0","0","0","0"
"7歳","221","0","0","32","48","3","0","3","0","0","0","10","1","0","0","1","0","0","0","0"
"8歳","216","1","0","22","38","4","0","5","0","0","0","6","0","0","0","0","0","0","0","0"
"9歳","193","0","0","16","30","3","0","3","1","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","632","0","1","19","118","2","0","1","0","2","0","2","0","0","0","1","0","0","1","0"
"15～19歳","263","0","0","2","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","489","0","3","14","158","1","0","4","0","3","0","1","0","0","0","2","0","1","0","0"
"30～39歳","543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40～49歳","382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
