"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年42週"
"集計期間終了週","2012年42週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","26","0","0","11","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","40","1","0","53","3","2","0","30","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","51","7","2","93","6","18","0","49","0","5","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","27","6","5","59","2","12","1","7","0","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","7","9","22","50","6","9","0","2","0","3","1","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"4歳","1","6","5","20","46","15","5","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","2","4","30","41","2","1","1","0","0","3","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","2","2","2","28","35","7","1","1","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","1","0","3","20","33","4","3","0","0","0","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","9","28","0","1","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","14","17","2","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","1","4","17","67","0","3","0","1","0","0","5","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20～29歳","1","0","3","5","35","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"合計","10","162","47","172","579","48","55","4","90","2","25","29","14","0","0","12","0","3","15","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年42週"
"集計期間終了週","2012年42週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","15","0","0","12","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","31","2","1","47","2","3","1","37","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","48","3","1","70","9","9","0","34","0","8","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"2歳","0","25","7","4","42","5","12","0","5","0","4","3","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","1","6","3","12","43","13","5","1","0","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","0","8","6","26","62","9","5","1","2","0","2","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","1","2","23","30","4","3","1","0","0","0","1","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0"
"6歳","1","1","2","26","26","3","2","1","0","0","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","1","0","2","15","26","1","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","2","12","15","0","1","3","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","11","17","2","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","3","25","36","3","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20～29歳","1","0","4","6","52","1","3","1","0","1","1","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"合計","9","135","37","167","494","55","48","9","82","1","21","22","18","0","0","5","0","1","18","1","1","0","0","1","0","0","0","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年42週"
"集計期間終了週","2012年42週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","41","0","0","23","3","0","0","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","71","3","1","100","5","5","1","67","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","99","10","3","163","15","27","0","83","0","13","4","12","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"2歳","0","52","13","9","101","7","24","1","12","0","8","4","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","2","13","12","34","93","19","14","1","2","0","5","1","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"4歳","1","14","11","46","108","24","10","1","2","0","4","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","3","6","53","71","6","4","2","0","0","3","2","3","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0"
"6歳","3","3","4","54","61","10","3","2","0","0","0","10","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"7歳","2","0","5","35","59","5","4","0","0","0","2","5","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"8歳","1","0","4","21","43","0","2","3","1","0","1","4","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","25","34","4","2","1","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","1","7","42","103","3","5","0","1","0","0","6","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","5","27","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"20～29歳","2","0","7","11","87","1","3","1","0","3","1","2","1","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0"
"30～39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0"
"40～49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
