"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年46週
"集計期間終了週",2014年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","150","153","303","415"
"RSウイルス感染症","196","159","355","264"
"咽頭結膜熱","72","64","136","264"
"Ａ群溶血性レンサ球菌咽頭炎","362","309","671","264"
"感染性胃腸炎","879","789","1668","264"
"水痘","115","98","213","264"
"手足口病","77","77","154","264"
"伝染性紅斑","81","82","163","264"
"突発性発しん","93","89","182","264"
"百日咳","2","4","6","264"
"ヘルパンギーナ","17","12","29","264"
"流行性耳下腺炎","35","26","61","264"
"不明発しん症","12","4","16","264"
"川崎病","2","1","3","264"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","10","7","17","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","5","9","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
