"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年3週"
"集計期間終了週","2018年3週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","672","1","5","28","78","5","1","2","2","0","0","0","0","0","4","0","0","0","0","0","12","","","","","",""
"区南部","578","6","5","41","81","2","1","5","4","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","780","2","10","25","86","7","0","7","6","0","1","1","0","0","0","0","0","0","0","0","11","","","","","",""
"区西部","799","6","0","34","95","4","1","3","6","0","0","1","0","0","0","0","1","1","0","1","8","","","","","",""
"区西北部","1129","2","4","44","97","6","1","1","4","0","0","0","0","0","1","0","0","0","0","0","7","","","","","",""
"区東北部","1125","4","1","24","76","2","0","5","9","0","2","0","0","0","1","0","0","0","0","0","8","","","","","",""
"区東部","885","0","1","47","103","3","1","0","7","1","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"西多摩","423","0","1","9","22","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1791","2","3","52","128","6","1","0","6","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","510","0","1","23","30","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩南部","851","3","2","46","79","3","3","1","4","0","0","0","0","0","1","0","0","0","0","0","9","","","","","",""
"北多摩北部","849","1","5","21","47","5","1","5","8","0","1","1","0","0","0","0","0","0","0","0","11","","","","","",""
"島しょ","56","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","10448","27","38","395","923","50","10","30","58","1","5","3","1","0","7","0","1","1","0","1","76","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年3週"
"集計期間終了週","2018年3週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","608","1","2","16","85","8","1","2","5","0","0","0","0","0","1","0","0","0","0","0","4","","","","","",""
"区南部","562","6","5","25","78","4","1","8","5","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","772","5","7","27","63","4","1","3","4","0","1","1","0","0","2","0","0","0","0","0","12","","","","","",""
"区西部","768","5","0","24","108","2","1","4","6","0","0","1","0","0","0","0","1","1","0","1","12","","","","","",""
"区西北部","1119","3","3","46","96","2","1","1","6","0","4","0","0","0","2","0","0","0","0","0","1","","","","","",""
"区東北部","1179","2","1","31","82","2","1","2","6","0","1","0","0","0","1","0","0","0","0","0","8","","","","","",""
"区東部","916","6","5","40","103","3","2","0","6","1","0","1","0","0","0","0","0","0","0","0","5","","","","","",""
"西多摩","409","0","1","7","19","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1593","7","4","43","127","1","2","0","7","1","1","0","0","0","0","0","0","0","0","0","5","","","","","",""
"北多摩西部","499","0","1","11","37","2","0","1","2","0","0","0","0","0","0","0","0","1","0","0","2","","","","","",""
"北多摩南部","826","3","1","17","70","2","4","1","9","0","1","1","0","0","1","0","0","0","0","0","10","","","","","",""
"北多摩北部","863","5","5","28","51","5","1","2","6","0","1","1","1","0","0","0","0","0","0","0","5","","","","","",""
"島しょ","50","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","10164","43","35","317","921","36","15","24","64","2","10","5","2","0","8","0","1","2","0","1","64","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年3週"
"集計期間終了週","2018年3週"
"性別","男女合計"

