"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年6週
"集計期間終了週",2008年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1197","1174","2371","288"
"RSウイルス感染症","10","13","23","150"
"咽頭結膜熱","13","26","39","150"
"Ａ群溶血性レンサ球菌咽頭炎","199","162","361","150"
"感染性胃腸炎","806","783","1589","150"
"水痘","89","87","176","150"
"手足口病","7","3","10","150"
"伝染性紅斑","13","9","22","150"
"突発性発しん","53","52","105","150"
"百日咳","1","1","2","150"
"ヘルパンギーナ","3","0","3","150"
"流行性耳下腺炎","20","9","29","150"
"不明発しん症","5","4","9","150"
"川崎病","0","0","0","150"
"急性出血性結膜炎","1","1","2","39"
"流行性角結膜炎","6","10","16","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","3","3","6","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
