"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年52週
"集計期間終了週",2007年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1154","1066","2220","288"
"RSウイルス感染症","49","34","83","150"
"咽頭結膜熱","20","19","39","150"
"Ａ群溶血性レンサ球菌咽頭炎","98","93","191","150"
"感染性胃腸炎","1054","997","2051","150"
"水痘","141","130","271","150"
"手足口病","15","11","26","150"
"伝染性紅斑","11","14","25","150"
"突発性発しん","34","30","64","150"
"百日咳","1","1","2","150"
"風しん","1","0","1","150"
"ヘルパンギーナ","2","0","2","150"
"麻しん（成人麻しん以外）","1","0","1","150"
"流行性耳下腺炎","17","16","33","150"
"不明発しん症","3","4","7","150"
"川崎病","1","0","1","150"
"急性出血性結膜炎","2","0","2","38"
"流行性角結膜炎","7","10","17","38"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","3","2","5","23"
"クラミジア肺炎(オウム病は除く)","1","0","1","23"
"成人麻しん","0","0","0","23"
