"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年48週"
"集計期間終了週","2010年48週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","9","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","11","1","1","85","5","0","0","29","0","0","0","0","0","0","0","0","0","2","0"
"1歳","3","18","4","2","189","17","3","0","20","0","1","0","3","0","0","0","0","0","1","0"
"2歳","5","11","6","4","161","22","2","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3歳","8","4","12","17","150","29","1","5","1","0","0","5","0","1","0","0","0","0","2","0"
"4歳","11","1","8","25","166","10","3","10","0","0","0","7","2","0","0","1","0","0","0","0"
"5歳","8","0","5","38","118","25","2","7","0","0","0","5","0","0","0","0","0","0","0","0"
"6歳","14","0","6","27","96","8","1","4","0","0","0","5","0","0","0","0","0","0","0","0"
"7歳","4","0","2","23","77","6","1","6","0","0","1","3","0","0","0","0","0","0","0","0"
"8歳","3","0","0","14","48","6","0","3","0","0","0","4","0","0","0","1","0","0","0","0"
"9歳","10","0","1","18","45","2","0","0","0","0","1","1","0","0","0","0","0","0","1","0"
"10～14歳","16","0","1","15","119","3","0","0","0","0","0","6","0","0","0","0","0","0","0","0"
"15～19歳","3","0","0","2","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","6","0","0","7","96","0","0","0","0","2","1","2","0","0","0","3","0","0","0","0"
"30～39歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40～49歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50～59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"60～69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"合計","115","54","46","193","1374","134","13","36","50","2","4","39","5","1","0","13","0","0","8","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年48週"
"集計期間終了週","2010年48週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","4","0","0","10","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0"
"～1歳","1","8","2","0","74","6","1","0","11","0","0","0","1","0","0","0","0","0","0","0"
"1歳","1","19","3","8","180","16","4","1","23","1","0","0","2","0","0","0","0","0","3","0"
"2歳","3","7","7","4","126","16","1","2","0","0","0","2","1","0","0","0","0","0","0","0"
"3歳","6","2","6","11","112","22","1","3","1","0","0","1","0","0","0","0","0","0","0","0"
"4歳","4","0","4","19","124","4","3","6","0","0","0","1","1","0","0","1","0","0","0","0"
"5歳","3","0","8","16","89","11","0","14","0","0","0","10","0","0","0","1","0","0","2","0"
"6歳","10","0","1","17","82","7","0","7","0","0","1","4","0","0","0","1","0","0","1","0"
"7歳","11","0","3","22","56","6","1","5","1","0","1","3","0","0","0","1","0","1","0","0"
"8歳","6","0","3","17","44","6","0","2","0","0","0","0","0","0","0","2","0","0","1","0"
"9歳","5","0","0","11","40","2","1","3","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","15","0","1","19","111","3","0","3","0","0","0","9","0","0","0","0","0","0","0","0"
"15～19歳","4","0","0","2","27","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"20～29歳","9","0","0","13","203","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"30～39歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0"
"40～49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50～59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","104","40","38","159","1278","102","12","46","38","1","2","32","5","0","1","14","0","1","8","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2010年48週"
"集計期間終了週","2010年48週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","0","13","0","0","16","3","0","0","2","0","0","0","0","0","0","1","0","0","0","0"
"～1歳","2","19","3","1","159","11","1","0","40","0","0","0","1","0","0","0","0","0","2","0"
"1歳","4","37","7","10","369","33","7","1","43","1","1","0","5","0","0","0","0","0","4","0"
"2歳","8","18","13","8","287","38","3","3","0","0","0","3","1","0","0","0","0","0","0","0"
"3歳","14","6","18","28","262","51","2","8","2","0","0","6","0","1","0","0","0","0","2","0"
"4歳","15","1","12","44","290","14","6","16","0","0","0","8","3","0","0","2","0","0","0","0"
"5歳","11","0","13","54","207","36","2","21","0","0","0","15","0","0","0","1","0","0","2","0"
"6歳","24","0","7","44","178","15","1","11","0","0","1","9","0","0","0","1","0","0","1","0"
"7歳","15","0","5","45","133","12","2","11","1","0","2","6","0","0","0","1","0","1","0","0"
"8歳","9","0","3","31","92","12","0","5","0","0","0","4","0","0","0","3","0","0","1","0"
"9歳","15","0","1","29","85","4","1","3","0","0","1","2","0","0","0","0","0","0","1","0"
"10～14歳","31","0","2","34","230","6","0","3","0","0","0","15","0","0","0","0","0","0","0","0"
"15～19歳","7","0","0","4","45","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"20～29歳","15","0","0","20","299","1","0","0","0","2","1","3","0","0","0","3","0","0","0","0"
"30～39歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0"
