"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年24週"
"集計期間終了週","2025年24週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","9","15","896","1","5","26","84","19","3","3","6","2","4","6","1","0","0","0","0","0","0","0","1","1","","","","","","",""
"区南部","8","15","642","0","13","35","67","5","3","12","1","1","1","1","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"区西南部","13","20","925","0","3","66","76","18","0","9","5","3","2","1","0","0","5","0","0","0","0","0","0","5","","","","","","",""
"区西部","3","16","954","2","6","64","47","8","1","2","6","0","0","1","1","0","0","0","0","0","0","0","0","3","","","","","","",""
"区西北部","5","15","1400","1","16","85","91","27","3","11","7","1","2","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"区東北部","8","14","1120","1","6","34","97","4","1","14","5","0","0","1","1","0","0","0","0","1","0","0","0","3","","","","","","",""
"区東部","5","17","1100","3","11","48","106","10","6","2","2","2","3","0","0","0","4","0","0","0","0","0","0","0","","","","","","",""
"西多摩","1","2","166","0","0","7","6","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","3","15","2315","2","5","79","155","18","5","27","6","0","3","0","1","0","2","0","0","0","0","0","0","1","","","","","","",""
"北多摩西部","3","9","480","1","1","46","24","14","0","2","1","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","2","9","1124","2","5","79","72","12","4","13","6","1","2","1","0","0","0","0","0","1","0","0","0","6","","","","","","",""
"北多摩北部","4","10","797","0","16","38","85","8","0","10","3","1","0","1","0","0","0","0","0","1","0","0","0","3","","","","","","",""
"島しょ","0","0","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","64","157","11925","13","87","607","912","148","26","108","48","12","18","13","5","0","12","0","0","3","0","0","1","23","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年24週"
"集計期間終了週","2025年24週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","19","899","3","5","20","63","16","3","6","3","1","1","1","1","0","2","0","0","0","0","0","1","4","","","","","","",""
"区南部","1","8","685","0","5","44","67","6","5","5","5","1","1","1","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"区西南部","4","14","798","1","1","46","61","15","2","5","1","1","2","1","0","0","3","0","0","0","0","0","0","4","","","","","","",""
"区西部","1","15","1004","2","3","45","43","18","1","1","4","1","1","1","1","0","1","0","0","2","0","0","0","3","","","","","","",""
"区西北部","4","24","1442","3","13","56","75","24","3","6","10","1","3","1","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"区東北部","5","21","1205","5","4","26","73","4","1","23","8","0","0","1","1","0","0","0","1","1","0","0","0","3","","","","","","",""
"区東部","12","22","1152","3","5","28","77","15","8","1","3","1","2","0","0","0","2","0","0","0","1","0","0","0","","","","","","",""
"西多摩","1","6","166","0","0","7","10","5","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","2","22","2144","1","8","74","142","10","6","18","9","1","3","0","1","0","2","0","0","0","0","0","0","1","","","","","","",""
"北多摩西部","3","8","371","1","3","23","14","8","0","4","1","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","1","15","1021","1","4","54","65","9","1","6","5","1","1","2","0","0","0","0","0","2","0","0","0","2","","","","","","",""
"北多摩北部","1","11","794","0","5","28","76","14","1","6","9","3","0","1","0","0","1","0","0","2","0","0","2","3","","","","","","",""
"島しょ","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","","",""
"合計","36","185","11685","20","56","451","768","144","32","83","59","12","15","9","5","0","13","0","1","9","1","0","3","22","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年24週"
"集計期間終了週","2025年24週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","34","1795","4","10","46","147","35","3","9","9","3","5","7","2","0","2","0","0","0","0","0","1","5","32","32","20","2","4","4","4"
"区南部","9","23","1327","0","18","79","134","11","8","17","6","2","1","1","1","0","1","0","0","0","0","0","0","0","33","33","21","3","1","1","1"
"区西南部","17","34","1723","1","4","112","137","33","2","14","6","4","2","1","0","0","8","0","0","0","0","0","0","9","40","40","25","4","3","3","3"
"区西部","4","31","1958","2","9","109","90","26","2","3","10","1","1","2","1","0","1","0","0","2","0","0","0","3","39","39","25","4","4","4","4"
"区西北部","9","39","2842","4","29","141","166","51","3","17","17","1","5","2","0","0","1","0","0","0","0","0","0","1","56","56","35","6","2","2","2"
"区東北部","13","35","2325","6","10","60","170","8","1","37","13","0","0","2","2","0","0","0","1","2","0","0","0","3","40","40","25","4","1","1","1"
"区東部","17","39","2252","6","16","76","183","25","14","3","5","3","5","0","0","0","6","0","0","0","1","0","0","0","41","41","26","4","1","1","1"
"西多摩","1","8","332","0","0","14","16","5","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","7","1","1","1","1"
"南多摩","5","37","4459","3","13","153","297","28","11","45","15","1","6","0","2","0","2","0","0","0","0","0","0","1","45","45","28","4","1","1","1"
"北多摩西部","3","17","851","1","4","69","38","22","0","6","2","1","1","0","0","0","0","0","0","0","0","0","0","1","21","21","14","2","1","1","1"
"北多摩南部","3","24","2145","3","9","133","137","21","5","19","11","2","3","3","0","0","0","0","0","3","0","0","0","8","33","33","21","3","3","3","3"
"北多摩北部","5","21","1591","0","21","66","161","22","1","16","12","4","0","1","0","0","1","0","0","3","0","0","2","6","23","23","15","2","2","2","2"
"島しょ","0","0","10","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","2","1","0","1","1","1"
"合計","96","342","23610","30","143","1058","1680","287","51","191","107","22","29","19","8","0","22","0","1","12","1","0","3","37","418","418","263","39","25","25","25"


