"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年13週
"集計期間終了週",2012年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1715","1699","3414","418"
"RSウイルス感染症","18","8","26","263"
"咽頭結膜熱","17","14","31","263"
"Ａ群溶血性レンサ球菌咽頭炎","185","180","365","263"
"感染性胃腸炎","1143","1028","2171","263"
"水痘","144","112","256","263"
"手足口病","5","8","13","263"
"伝染性紅斑","22","11","33","263"
"突発性発しん","92","68","160","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","0","1","1","263"
"流行性耳下腺炎","26","20","46","263"
"不明発しん症","8","11","19","263"
"川崎病","1","0","1","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","7","16","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","6","8","14","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","12","7","19","25"
