"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年3週
"集計期間終了週",2014年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2382","2257","4639","415"
"RSウイルス感染症","48","37","85","262"
"咽頭結膜熱","28","30","58","262"
"Ａ群溶血性レンサ球菌咽頭炎","201","203","404","262"
"感染性胃腸炎","1494","1442","2936","262"
"水痘","102","99","201","262"
"手足口病","8","5","13","262"
"伝染性紅斑","50","58","108","262"
"突発性発しん","63","86","149","262"
"百日咳","1","1","2","262"
"ヘルパンギーナ","2","0","2","262"
"流行性耳下腺炎","18","16","34","262"
"不明発しん症","6","4","10","262"
"川崎病","1","0","1","262"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","4","8","12","37"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","21","21","42","25"
