"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年37週
"集計期間終了週",2016年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","26","28","54","407"
"RSウイルス感染症","319","257","576","260"
"咽頭結膜熱","55","35","90","260"
"Ａ群溶血性レンサ球菌咽頭炎","230","181","411","260"
"感染性胃腸炎","599","525","1124","260"
"水痘","33","24","57","260"
"手足口病","186","151","337","260"
"伝染性紅斑","13","16","29","260"
"突発性発しん","96","83","179","260"
"百日咳","2","3","5","260"
"ヘルパンギーナ","165","172","337","260"
"流行性耳下腺炎","96","91","187","260"
"不明発しん症","14","13","27","260"
"川崎病","2","2","4","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","17","11","28","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","15","8","23","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
