"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年35週
"集計期間終了週",2003年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","18","8","26","142"
"Ａ群溶血性レンサ球菌咽頭炎","14","14","28","142"
"感染性胃腸炎","110","112","222","142"
"水痘","32","22","54","142"
"手足口病","93","85","178","142"
"伝染性紅斑","13","10","23","142"
"突発性発しん","52","53","105","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","75","70","145","142"
"麻しん（成人麻しん以外）","4","4","8","142"
"流行性耳下腺炎","12","3","15","142"
"不明発しん症","3","4","7","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","22","9","31","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","4","5","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
