"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","12","3","0","0"
"1～4歳","0","0","0","0","0","0","1","10","0","0"
"5～9歳","0","0","0","0","0","0","1","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","2","0","0","1","0","0","0"
"20～24歳","11","4","5","13","0","0","0","0","0","0"
"25～29歳","22","4","6","10","0","1","0","1","0","0"
"30～34歳","23","10","12","17","0","3","0","0","0","0"
"35～39歳","21","8","11","13","0","3","1","0","0","0"
"40～44歳","14","16","7","9","0","1","2","0","0","0"
"45～49歳","7","6","8","7","0","0","1","0","0","0"
"50～54歳","5","13","3","1","0","1","3","0","0","0"
"55～59歳","3","1","5","1","0","0","2","0","0","0"
"60～64歳","3","2","4","0","0","0","4","2","0","0"
"65～69歳","0","4","0","0","0","0","4","0","0","0"
"70歳以上","0","4","0","0","0","0","14","9","0","0"
"合計","110","72","61","73","0","9","46","26","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","1","1","0","0"
"1～4歳","0","0","0","0","0","0","3","2","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","6","0","3","1","1","0","1","0","0","0"
"20～24歳","18","4","11","4","1","1","0","0","0","0"
"25～29歳","10","4","8","2","1","0","0","0","0","0"
"30～34歳","11","10","5","2","0","1","0","0","0","0"
"35～39歳","7","2","1","2","0","0","1","0","0","0"
"40～44歳","4","4","1","0","0","0","0","0","0","0"
"45～49歳","1","3","1","1","0","0","0","0","0","0"
"50～54歳","0","0","0","0","0","1","1","0","0","0"
"55～59歳","1","0","0","0","0","0","0","0","0","0"
"60～64歳","0","0","0","0","0","0","4","1","0","0"
"65～69歳","0","0","0","0","0","0","3","0","0","0"
"70歳以上","0","0","0","0","0","0","17","1","0","0"
"合計","58","27","30","12","3","3","33","5","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","13","4","0","0"
"1～4歳","0","0","0","0","0","0","4","12","0","0"
"5～9歳","0","0","0","0","0","0","2","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0","0"
"15～19歳","7","0","3","3","1","0","2","0","0","0"
"20～24歳","29","8","16","17","1","1","0","0","0","0"
"25～29歳","32","8","14","12","1","1","0","1","0","0"
"30～34歳","34","20","17","19","0","4","0","0","0","0"
"35～39歳","28","10","12","15","0","3","2","0","0","0"
"40～44歳","18","20","8","9","0","1","2","0","0","0"
"45～49歳","8","9","9","8","0","0","1","0","0","0"
"50～54歳","5","13","3","1","0","2","4","0","0","0"
"55～59歳","4","1","5","1","0","0","2","0","0","0"
"60～64歳","3","2","4","0","0","0","8","3","0","0"
"65～69歳","0","4","0","0","0","0","7","0","0","0"
"70歳以上","0","4","0","0","0","0","31","10","0","0"
"合計","168","99","91","85","3","12","79","31","0","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


