"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年3週
"集計期間終了週",2011年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5264","4969","10233","417"
"RSウイルス感染症","70","46","116","263"
"咽頭結膜熱","56","35","91","263"
"Ａ群溶血性レンサ球菌咽頭炎","340","282","622","263"
"感染性胃腸炎","1440","1373","2813","263"
"水痘","176","191","367","263"
"手足口病","9","4","13","263"
"伝染性紅斑","105","93","198","263"
"突発性発しん","98","74","172","263"
"百日咳","4","10","14","263"
"ヘルパンギーナ","2","2","4","263"
"流行性耳下腺炎","56","36","92","263"
"不明発しん症","10","13","23","263"
"川崎病","2","2","4","263"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","8","5","13","37"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","1","10","11","24"
"クラミジア肺炎(オウム病は除く)","2","0","2","24"
"インフルエンザ入院","0","0","0","25"
