"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年44週
"集計期間終了週",2024年44週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","208","179","387","419"
"新型コロナウイルス感染症（COVID-19）","199","257","456","419"
"RSウイルス感染症","39","27","66","264"
"咽頭結膜熱","20","25","45","264"
"Ａ群溶血性レンサ球菌咽頭炎","218","200","418","264"
"感染性胃腸炎","430","313","743","264"
"水痘","35","15","50","264"
"手足口病","1268","1043","2311","264"
"伝染性紅斑","189","174","363","264"
"突発性発しん","29","33","62","264"
"ヘルパンギーナ","23","17","40","264"
"流行性耳下腺炎","5","3","8","264"
"不明発しん症","5","4","9","264"
"川崎病","2","0","2","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","10","19","39"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","54","56","110","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","4","9","13","25"
"COVID-19入院","34","19","53","25"
