"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","29","91","3","8","17","60","1","5","0","2","20","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","52","61","25","9","30","77","1","4","0","5","32","2","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","25","103","12","5","35","108","1","5","0","4","43","2","0","0","0","3","0","0","0","0","0","1","","","","","",""
"区西部","25","128","13","4","27","85","0","7","0","6","10","0","2","1","0","1","0","0","2","0","0","0","","","","","",""
"区西北部","46","155","27","7","32","153","5","4","0","9","26","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","8","106","31","5","16","114","2","6","0","12","21","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","32","148","32","7","13","93","1","5","0","6","47","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","18","29","0","1","2","7","0","0","0","2","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","26","102","21","5","41","184","2","4","1","5","36","8","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","4","37","5","6","25","38","1","3","0","4","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","80","90","15","7","23","70","5","3","1","4","17","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","16","58","12","8","23","108","3","3","0","9","52","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","363","1109","196","72","285","1097","22","49","2","68","327","18","12","2","0","8","0","0","2","0","0","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","29","93","2","10","12","45","2","3","0","3","31","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","57","62","21","13","15","79","1","5","0","2","42","2","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","11","112","13","7","22","74","1","4","1","4","36","2","3","0","0","1","0","0","0","0","0","1","","","","","",""
"区西部","18","105","4","4","21","86","0","3","0","4","5","0","2","1","0","1","0","0","2","0","0","0","","","","","",""
"区西北部","59","182","20","11","12","101","1","9","1","2","21","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","13","106","24","3","11","118","2","10","0","8","24","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","49","128","29","8","11","72","1","3","0","5","38","3","1","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","17","26","1","2","5","9","0","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","19","104","11","8","32","150","3","5","1","5","32","8","1","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩西部","10","33","14","3","10","30","1","2","0","2","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","46","91","17","4","22","57","5","1","1","4","22","1","2","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","15","53","12","2","15","95","8","7","0","5","47","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","345","1099","168","75","189","916","25","53","4","46","313","24","13","3","0","6","0","0","3","0","0","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","58","184","5","18","29","105","3","8","0","5","51","3","0","0","0","1","0","0","0","0","0","0","32","20","2","4","4","0"
"区南部","109","123","46","22","45","156","1","9","0","7","74","2","1","1","0","1","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","36","215","25","12","57","182","2","9","1","4","79","2","3","0","0","4","0","0","0","0","0","1","40","25","4","3","3","0"
"区西部","43","233","17","8","48","171","0","10","0","10","15","0","4","1","0","1","0","0","2","0","0","0","38","24","3","4","4","0"
"区西北部","105","337","47","18","44","254","6","13","1","11","47","0","2","0","0","2","0","0","0","0","0","0","56","35","6","2","2","0"
"区東北部","21","212","55","8","27","232","4","16","0","20","45","1","2","1","0","0","0","0","0","0","0","0","39","25","4","1","1","0"
"区東部","81","276","61","15","24","165","1","8","0","11","85","3","1","0","0","0","0","0","0","0","0","1","41","26","4","1","1","0"
"西多摩","35","55","1","3","7","16","0","1","0","4","6","1","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","45","206","32","13","73","334","5","9","1","10","68","8","3","0","0","1","0","0","0","0","0","1","45","28","4","1","1","0"
"北多摩西部","14","70","19","9","35","68","1","5","0","6","32","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","126","181","32","11","45","127","5","4","1","8","39","1","6","0","0","0","0","0","1","0","0","0","33","21","3","3","3","0"
"北多摩北部","31","111","24","10","38","203","11","10","0","14","99","4","0","0","0","0","0","0","0","0","0","0","23","14","2","2","2","0"
"島しょ","2","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","706","2208","364","147","474","2013","39","102","4","110","640","25","22","3","0","10","0","0","3","0","0","3","417","262","38","25","25","0"


