"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年43週
"集計期間終了週",2003年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","9","8","17","142"
"Ａ群溶血性レンサ球菌咽頭炎","38","39","77","142"
"感染性胃腸炎","267","241","508","142"
"水痘","50","48","98","142"
"手足口病","17","12","29","142"
"伝染性紅斑","11","16","27","142"
"突発性発しん","37","35","72","142"
"百日咳","0","1","1","142"
"風しん","2","0","2","142"
"ヘルパンギーナ","11","10","21","142"
"麻しん（成人麻しん以外）","1","1","2","142"
"流行性耳下腺炎","19","15","34","142"
"不明発しん症","8","6","14","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","10","3","13","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","5","2","7","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"成人麻しん","0","0","0","25"
