"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","15","3","3","15","0","0","2","0","0","0","",""
"中央区","10","4","0","3","0","0","0","0","0","0","",""
"みなと","12","30","15","8","0","0","1","0","0","0","",""
"新宿区","25","16","36","17","1","8","14","0","0","0","",""
"文京","2","1","2","2","0","0","1","1","1","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","4","1","0","3","0","0","2","0","0","0","",""
"江東区","7","8","2","4","0","1","0","0","0","0","",""
"品川区","5","3","1","6","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","3","0","0","4","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","2","0","0","",""
"渋谷区","8","3","0","2","0","0","2","0","0","0","",""
"中野区","1","0","1","0","0","0","0","0","0","0","",""
"杉並","1","0","0","0","0","0","0","0","0","0","",""
"池袋","13","3","6","8","0","0","1","2","0","0","",""
"北区","1","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","1","1","0","0","2","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","3","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","1","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","3","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","1","0","0","0","",""
"多摩府中","0","0","0","0","0","0","16","7","0","0","",""
"多摩小平","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","114","72","67","72","1","9","51","14","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","2","0","0","0","0","0","0","0","0","0","",""
"中央区","0","2","0","0","0","0","0","0","0","0","",""
"みなと","3","6","4","0","0","1","2","0","0","0","",""
"新宿区","4","1","10","2","2","0","9","1","0","0","",""
"文京","0","0","0","0","0","0","0","0","1","0","",""
"台東","5","0","0","0","0","0","0","0","0","0","",""
"墨田区","3","1","0","0","0","0","0","1","0","0","",""
"江東区","0","1","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","10","1","0","0","0","0","1","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","1","0","0","",""
"渋谷区","5","9","5","2","0","0","0","0","0","0","",""
"中野区","0","0","1","0","0","0","0","0","0","0","",""
"杉並","0","1","0","0","0","0","0","0","0","0","",""
"池袋","9","2","1","2","1","0","0","5","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","1","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","3","0","0","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","2","1","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","2","0","0","",""
"江戸川","8","3","0","0","3","0","0","0","0","0","",""
"八王子市","3","3","0","1","0","0","0","0","0","0","",""
"町田市","4","3","0","0","1","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","12","0","0","2","0","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","6","2","0","0","",""
"多摩小平","0","1","0","0","1","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","71","37","23","10","8","1","21","12","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","17","3","3","15","0","0","2","0","0","0","2","2"
"中央区","10","6","0","3","0","0","0","0","0","0","3","0"
"みなと","15","36","19","8","0","1","3","0","0","0","2","1"
"新宿区","29","17","46","19","3","8","23","1","0","0","7","2"
"文京","2","1","2","2","0","0","1","1","2","0","1","1"
"台東","5","0","0","0","0","0","0","0","0","0","2","0"
"墨田区","7","2","0","3","0","0","2","1","0","0","2","1"
"江東区","7","9","2","4","0","1","0","0","0","0","2","0"
"品川区","5","3","1","6","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","14","1","0","3","0","0","5","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","2","3","0","0","0","2"
"渋谷区","13","12","5","4","0","0","2","0","0","0","5","1"
"中野区","1","0","2","0","0","0","0","0","0","0","2","1"
"杉並","1","1","0","0","0","0","0","0","0","0","2","1"
"池袋","22","5","7","10","1","0","1","7","0","0","3","1"
"北区","1","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","1","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","3","3","1","1","0","0","2","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","0","2","1","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","2","3","0","0","0","1"
"江戸川","8","3","0","0","3","0","0","0","0","0","2","0"
"八王子市","3","3","0","1","0","0","3","0","0","0","4","1"
"町田市","4","3","0","0","1","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","0","2","0","0","1","0","0","0","2","1"
"多摩府中","1","0","0","0","0","0","22","9","0","0","3","3"
"多摩小平","0","1","0","0","1","0","1","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","185","109","90","82","9","10","72","26","2","0","55","25"


