"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年13週
"集計期間終了週",2017年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1262","1373","2635","417"
"RSウイルス感染症","17","17","34","263"
"咽頭結膜熱","31","25","56","263"
"Ａ群溶血性レンサ球菌咽頭炎","272","222","494","263"
"感染性胃腸炎","952","869","1821","263"
"水痘","55","53","108","263"
"手足口病","13","10","23","263"
"伝染性紅斑","16","9","25","263"
"突発性発しん","46","73","119","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","0","1","1","263"
"流行性耳下腺炎","31","35","66","263"
"不明発しん症","6","14","20","263"
"川崎病","5","4","9","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","5","6","11","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","6","7","13","25"
"インフルエンザ入院","8","6","14","25"
