"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年6週"
"集計期間終了週","2010年6週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","19","12","2","9","78","10","3","2","2","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"区南部","55","7","2","8","145","8","1","2","3","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","28","1","1","10","82","2","0","0","3","0","0","3","1","0","0","0","0","0","0","0","","","","","",""
"区西部","36","4","0","11","104","1","0","1","4","0","0","0","2","0","0","1","0","0","0","0","","","","","",""
"区西北部","23","0","0","4","114","14","0","0","2","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"区東北部","43","2","1","28","71","7","1","5","5","0","0","2","0","0","0","0","0","0","1","0","","","","","",""
"区東部","31","6","0","10","101","8","0","2","8","0","0","7","0","0","0","2","0","0","0","0","","","","","",""
"西多摩","14","2","0","2","18","2","1","0","0","0","0","8","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","52","12","0","59","123","23","1","0","3","0","0","5","2","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","12","0","0","1","22","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北多摩南部","18","0","1","4","33","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","20","0","1","7","48","4","0","0","0","0","0","4","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","359","46","8","153","939","81","7","12","33","0","0","35","5","1","0","9","0","0","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年6週"
"集計期間終了週","2010年6週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
