"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年22週
"集計期間終了週",2011年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","17","21","38","415"
"RSウイルス感染症","10","6","16","260"
"咽頭結膜熱","90","73","163","260"
"Ａ群溶血性レンサ球菌咽頭炎","476","420","896","260"
"感染性胃腸炎","987","872","1859","260"
"水痘","186","148","334","260"
"手足口病","32","39","71","260"
"伝染性紅斑","89","100","189","260"
"突発性発しん","88","81","169","260"
"百日咳","4","5","9","260"
"ヘルパンギーナ","13","16","29","260"
"流行性耳下腺炎","79","62","141","260"
"不明発しん症","15","8","23","260"
"川崎病","2","4","6","260"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","4","8","12","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","2","5","7","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
