"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年25週
"集計期間終了週",2012年25週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","2","5","416"
"RSウイルス感染症","8","9","17","261"
"咽頭結膜熱","90","76","166","261"
"Ａ群溶血性レンサ球菌咽頭炎","422","321","743","261"
"感染性胃腸炎","1105","997","2102","261"
"水痘","182","155","337","261"
"手足口病","143","106","249","261"
"伝染性紅斑","25","28","53","261"
"突発性発しん","96","110","206","261"
"百日咳","5","1","6","261"
"ヘルパンギーナ","200","179","379","261"
"流行性耳下腺炎","44","36","80","261"
"不明発しん症","31","22","53","261"
"川崎病","6","2","8","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","13","9","22","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","8","11","19","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
