"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年6週
"集計期間終了週",2007年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1159","1085","2244","280"
"RSウイルス感染症","24","17","41","141"
"咽頭結膜熱","27","21","48","141"
"Ａ群溶血性レンサ球菌咽頭炎","150","134","284","141"
"感染性胃腸炎","431","439","870","141"
"水痘","126","111","237","141"
"手足口病","7","7","14","141"
"伝染性紅斑","36","37","73","141"
"突発性発しん","33","30","63","141"
"百日咳","0","0","0","141"
"風しん","0","0","0","141"
"ヘルパンギーナ","2","0","2","141"
"麻しん（成人麻しん以外）","0","1","1","141"
"流行性耳下腺炎","14","6","20","141"
"不明発しん症","5","3","8","141"
"川崎病","1","1","2","141"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","5","13","14"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","1","0","1","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"成人麻しん","1","0","1","23"
