"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年3週
"集計期間終了週",2013年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5070","4926","9996","417"
"RSウイルス感染症","31","26","57","263"
"咽頭結膜熱","31","30","61","263"
"Ａ群溶血性レンサ球菌咽頭炎","231","205","436","263"
"感染性胃腸炎","1030","890","1920","263"
"水痘","109","100","209","263"
"手足口病","18","12","30","263"
"伝染性紅斑","14","9","23","263"
"突発性発しん","67","58","125","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","1","3","4","263"
"流行性耳下腺炎","20","19","39","263"
"不明発しん症","6","2","8","263"
"川崎病","2","1","3","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","11","5","16","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","2","2","4","25"
"マイコプラズマ肺炎","6","10","16","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","36","37","73","25"
