"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年52週
"集計期間終了週",2009年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1413","1446","2859","287"
"RSウイルス感染症","46","48","94","150"
"咽頭結膜熱","5","11","16","150"
"Ａ群溶血性レンサ球菌咽頭炎","85","89","174","150"
"感染性胃腸炎","836","795","1631","150"
"水痘","91","100","191","150"
"手足口病","24","19","43","150"
"伝染性紅斑","9","4","13","150"
"突発性発しん","34","27","61","150"
"百日咳","0","2","2","150"
"ヘルパンギーナ","15","18","33","150"
"流行性耳下腺炎","41","45","86","150"
"不明発しん症","0","3","3","150"
"川崎病","1","1","2","150"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","8","11","19","37"
"細菌性髄膜炎","1","0","1","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","3","0","3","23"
"クラミジア肺炎(オウム病は除く)","0","1","1","23"
