"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年20週
"集計期間終了週",2013年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","165","143","308","416"
"RSウイルス感染症","9","8","17","261"
"咽頭結膜熱","87","59","146","261"
"Ａ群溶血性レンサ球菌咽頭炎","462","390","852","261"
"感染性胃腸炎","1145","989","2134","261"
"水痘","135","112","247","261"
"手足口病","42","44","86","261"
"伝染性紅斑","21","19","40","261"
"突発性発しん","88","92","180","261"
"百日咳","1","1","2","261"
"ヘルパンギーナ","18","15","33","261"
"流行性耳下腺炎","35","22","57","261"
"不明発しん症","15","8","23","261"
"川崎病","4","2","6","261"
"急性出血性結膜炎","1","1","2","38"
"流行性角結膜炎","9","11","20","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","3","4","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"インフルエンザ入院","0","2","2","25"
