"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年38週"
"集計期間終了週","2012年38週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","15","12","4","20","4","9","0","10","1","5","0","0","0","0","7","0","0","0","0","0","","","","","",""
"区南部","0","27","10","12","54","6","5","1","12","0","8","4","3","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","1","18","5","15","38","0","3","0","6","0","7","3","5","0","0","1","0","0","1","0","0","","","","","",""
"区西部","0","20","7","12","35","5","5","3","7","0","5","6","0","0","0","0","0","0","2","0","0","","","","","",""
"区西北部","2","4","4","4","35","4","5","1","6","0","5","1","2","0","0","0","0","0","2","0","0","","","","","",""
"区東北部","1","23","14","13","53","12","15","0","7","1","11","6","0","0","0","0","0","0","1","0","0","","","","","",""
"区東部","4","14","15","7","37","1","17","0","7","0","9","1","4","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","1","1","4","9","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","13","18","23","82","9","10","1","11","0","15","8","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","21","3","11","12","0","2","1","4","0","2","1","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","7","0","11","18","4","5","0","3","0","7","4","2","0","0","0","0","1","2","0","0","","","","","",""
"北多摩北部","0","30","1","12","14","8","3","0","10","0","11","2","3","0","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","1","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","194","90","131","407","55","79","7","83","2","86","38","23","1","0","9","0","1","9","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年38週"
"集計期間終了週","2012年38週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","6","3","5","34","1","13","0","3","1","5","2","0","0","0","7","0","0","0","0","0","","","","","",""
"区南部","0","14","4","9","51","3","5","1","7","1","8","2","3","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","1","12","2","5","28","2","1","1","7","0","5","2","5","0","1","1","0","0","3","0","0","","","","","",""
"区西部","0","6","2","6","34","2","5","1","2","0","6","3","0","0","0","1","0","0","4","0","0","","","","","",""
"区西北部","1","6","2","10","33","8","5","1","13","0","2","1","2","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","1","17","8","12","46","4","5","2","4","1","6","4","5","1","0","0","0","0","5","0","0","","","","","",""
"区東部","2","15","9","14","38","2","11","1","7","0","13","1","3","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","1","2","1","4","7","3","0","0","2","0","1","1","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","19","20","18","68","14","6","1","9","0","8","10","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","13","2","5","13","0","2","1","6","0","2","1","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","5","6","1","3","17","4","6","2","5","0","6","1","2","0","0","0","0","1","1","0","0","","","","","",""
"北多摩北部","0","23","4","10","20","6","1","0","5","0","8","2","2","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","15","140","58","104","389","50","61","11","70","3","70","31","26","2","1","12","0","1","15","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年38週"
"集計期間終了週","2012年38週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","21","15","9","54","5","22","0","13","2","10","2","0","0","0","7","0","0","0","0","0","31","20","2","4","4","0"
"区南部","0","41","14","21","105","9","10","2","19","1","16","6","6","0","0","1","0","0","0","0","0","32","21","3","1","1","0"
"区西南部","1","30","7","20","66","2","4","1","13","0","12","5","10","0","1","2","0","0","4","0","0","40","25","4","3","3","0"
"区西部","0","26","9","18","69","7","10","4","9","0","11","9","0","0","0","1","0","0","6","0","0","39","25","3","4","4","0"
"区西北部","3","10","6","14","68","12","10","2","19","0","7","1","4","0","0","0","0","0","3","0","0","54","33","6","2","2","0"
"区東北部","2","40","22","25","99","16","20","2","11","1","17","10","5","1","0","0","0","0","6","0","0","40","25","4","1","1","0"
"区東部","6","29","24","21","75","3","28","1","14","0","22","2","7","0","0","1","0","0","0","0","0","40","25","4","1","1","0"
"西多摩","2","3","2","8","16","4","0","0","2","0","1","2","0","1","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","1","32","38","41","150","23","16","1","20","0","23","18","2","0","0","0","0","0","0","0","0","44","27","4","1","1","0"
"北多摩西部","6","34","5","16","25","0","4","1","10","0","4","2","4","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","6","13","1","14","35","8","11","2","8","0","13","5","2","0","0","0","0","1","3","0","0","26","16","3","3","3","0"
"北多摩北部","0","53","5","22","34","14","4","0","15","0","19","2","5","0","0","1","0","0","1","0","0","23","15","2","2","2","0"
"島しょ","0","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","27","333","148","232","796","104","140","16","153","4","155","65","45","2","1","13","0","1","23","0","0","406","255","38","25","25","0"


