"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年36週
"集計期間終了週",2021年36週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","409"
"RSウイルス感染症","103","73","176","258"
"咽頭結膜熱","10","10","20","258"
"Ａ群溶血性レンサ球菌咽頭炎","23","21","44","258"
"感染性胃腸炎","339","259","598","258"
"水痘","7","13","20","258"
"手足口病","8","11","19","258"
"伝染性紅斑","1","3","4","258"
"突発性発しん","58","41","99","258"
"ヘルパンギーナ","39","25","64","258"
"流行性耳下腺炎","11","6","17","258"
"不明発しん症","3","1","4","258"
"川崎病","7","3","10","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","6","3","9","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
