"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年45週
"集計期間終了週",2014年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","90","74","164","413"
"RSウイルス感染症","142","126","268","262"
"咽頭結膜熱","57","65","122","262"
"Ａ群溶血性レンサ球菌咽頭炎","276","248","524","262"
"感染性胃腸炎","633","562","1195","262"
"水痘","134","95","229","262"
"手足口病","84","73","157","262"
"伝染性紅斑","59","66","125","262"
"突発性発しん","87","84","171","262"
"百日咳","2","0","2","262"
"ヘルパンギーナ","23","20","43","262"
"流行性耳下腺炎","37","22","59","262"
"不明発しん症","11","11","22","262"
"川崎病","3","0","3","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","8","10","18","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
