"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2019年39週"
"集計期間終了週","2019年39週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","30","0","1","5","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","38","1","1","22","3","35","1","11","9","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","11","94","2","5","58","3","95","5","40","25","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","4","35","6","14","40","2","58","4","14","20","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","15","10","6","23","31","4","51","2","4","19","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","14","6","6","28","47","2","40","3","1","15","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","22","4","6","34","47","4","26","3","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","8","0","6","29","31","8","14","2","1","8","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","23","0","1","18","23","2","10","2","0","4","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","11","0","0","16","28","3","7","0","0","2","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"9歳","14","0","2","19","18","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","32","0","1","25","43","3","8","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15～19歳","8","0","0","0","17","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","3","1","0","4","38","0","3","0","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40～49歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","206","218","37","217","448","36","357","23","71","128","13","8","5","0","5","0","1","5","0","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2019年39週"
"集計期間終了週","2019年39週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

